Field=#~Integer~#~50|Field=Category~String~Category~99|Field=Description~String~Description~99|Field=Footprint~String~Footprint~99|Field=LibRef~String~LibRef~99|Field=Manufacturer 1~String~Manufacturer 1~99|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~99|Field=Quantity~Integer~Quantity~99|Field=Supplier 1~String~Supplier 1~99|Field=Supplier Currency 1~String~Supplier Currency 1~99|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~99|Field=Supplier Part Number 1~String~Supplier Part Number 1~99|Field=Supplier Stock 1~Integer~Supplier Stock 1~99|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~99|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~99|ReportField=Currency~<none>|ReportField=ProductionQuantity~25|ReportField=ProjectFileName~koruza-hs-flex-PCB.PrjPcb|ReportField=ProjectFullPath~C:\Users\vojislav\Documents\koruza-hs-flex\koruza-hs-flex-PCB\koruza-hs-flex-PCB.PrjPcb|ReportField=Title~Bill of Materials For Project [koruza-hs-flex-PCB.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~2|ReportField=ReportTime~11:58:18 AM|ReportField=ReportDate~05/13/2017|ReportField=ReportDateTime~05/13/2017 11:58:18 AM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=ProjectTitle~Koruza high speed flex PCB|ReportField=Website~www.koruza.net|ReportField=Version~v0.3|ReportField=Company~Koruza|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~05/13/2017|ReportField=CurrentTime~11:56:58 AM|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\vojislav\Documents\koruza-hs-flex\koruza-hs-flex-PCB\PAGE1-CONTENTS.SchDoc|ReportField=DocumentName~PAGE1-CONTENTS.SchDoc|ReportField=DocumentNumber~1|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~05/13/2017|ReportField=Organization~|ReportField=ProjectName~koruza-hs-flex-PCB.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~1|ReportField=SheetTotal~2|ReportField=Time~|ReportField=Title~|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~koruza-hs-flex-PCB.PrjPcb|ReportField=DataSourceFullPath~C:\Users\vojislav\Documents\koruza-hs-flex\koruza-hs-flex-PCB\koruza-hs-flex-PCB.PrjPcb
1|Connector|SFP with cage|PCB_SFP_COVER|SFP connector|AMP - TE CONNECTIVITY|1367073-1|1|Farnell|GBP|25|1629987|651|18.75|0.75
2|Connector|SFP, woutout cage, reverse orientation of SFP module|SFP|SFP connector reverse|AMP - TE CONNECTIVITY|1367073-1|1|Farnell|GBP|25|1629987|651|18.75|0.75
